round,symbol,start_date,end_date,actual_return,Rank1,Rank2,Rank3,Rank4,Rank5,tied_assets_in_round
3,META,2022-04-29,2022-05-27,-0.02663740210505314,1.0,0.0,0.0,0.0,0.0,0
3,MVEU.L,2022-04-29,2022-05-27,-0.030128324344430062,1.0,0.0,0.0,0.0,0.0,0
3,OGN,2022-04-29,2022-05-27,0.21301511535401746,0.0,0.0,0.0,0.0,1.0,0
3,PG,2022-04-29,2022-05-27,-0.07368394302486618,1.0,0.0,0.0,0.0,0.0,0
3,PPL,2022-04-29,2022-05-27,0.07241341873846492,0.0,0.0,0.0,0.0,1.0,0
3,PRU,2022-04-29,2022-05-27,-0.008590901280998889,0.0,1.0,0.0,0.0,0.0,0
3,PYPL,2022-04-29,2022-05-27,-0.030933697259183587,1.0,0.0,0.0,0.0,0.0,0
3,RE,2022-04-29,2022-05-27,0.042964641751470085,0.0,0.0,0.0,1.0,0.0,0
3,REET,2022-04-29,2022-05-27,-0.03716228634442195,1.0,0.0,0.0,0.0,0.0,0
3,ROL,2022-04-29,2022-05-27,0.09475368268534179,0.0,0.0,0.0,0.0,1.0,0
3,ROST,2022-04-29,2022-05-27,-0.12489118331814969,1.0,0.0,0.0,0.0,0.0,0
3,SEGA.L,2022-04-29,2022-05-27,0.005411506252960123,0.0,0.0,1.0,0.0,0.0,0
3,SHY,2022-04-29,2022-05-27,0.007521095756389986,0.0,0.0,1.0,0.0,0.0,0
3,SLV,2022-04-29,2022-05-27,-0.03231939163498097,1.0,0.0,0.0,0.0,0.0,0
3,SPMV.L,2022-04-29,2022-05-27,-0.018466987098406374,0.0,1.0,0.0,0.0,0.0,0
3,TLT,2022-04-29,2022-05-27,-0.0014029324710431443,0.0,1.0,0.0,0.0,0.0,0
3,UNH,2022-04-29,2022-05-27,-0.002831584277360321,0.0,1.0,0.0,0.0,0.0,0
3,URI,2022-04-29,2022-05-27,-0.060217821280048656,1.0,0.0,0.0,0.0,0.0,0
3,V,2022-04-29,2022-05-27,0.0007329991487751874,0.0,1.0,0.0,0.0,0.0,0
3,VRSK,2022-04-29,2022-05-27,-0.12447654425602783,1.0,0.0,0.0,0.0,0.0,0
3,VXX,2022-04-29,2022-05-27,-0.18946228798267772,1.0,0.0,0.0,0.0,0.0,0
3,WRK,2022-04-29,2022-05-27,-0.005061610587893619,0.0,1.0,0.0,0.0,0.0,0
3,XLB,2022-04-29,2022-05-27,0.028236253718453116,0.0,0.0,0.0,1.0,0.0,0
3,XLC,2022-04-29,2022-05-27,0.019641943734015364,0.0,0.0,1.0,0.0,0.0,0
3,XLE,2022-04-29,2022-05-27,0.17804305122463837,0.0,0.0,0.0,0.0,1.0,0
3,XLF,2022-04-29,2022-05-27,0.030732512228180776,0.0,0.0,0.0,1.0,0.0,0
3,XLI,2022-04-29,2022-05-27,0.003463674052285522,0.0,0.0,1.0,0.0,0.0,0
3,XLK,2022-04-29,2022-05-27,0.0002850809986386815,0.0,1.0,0.0,0.0,0.0,0
3,XLP,2022-04-29,2022-05-27,-0.03401288964882281,1.0,0.0,0.0,0.0,0.0,0
3,XLU,2022-04-29,2022-05-27,0.057670772676371926,0.0,0.0,0.0,0.0,1.0,0
3,XLV,2022-04-29,2022-05-27,0.028630476501254786,0.0,0.0,0.0,1.0,0.0,0
3,XLY,2022-04-29,2022-05-27,-0.05599421261230057,1.0,0.0,0.0,0.0,0.0,0
3,XOM,2022-04-29,2022-05-27,0.15648251714244044,0.0,0.0,0.0,0.0,1.0,0
4,ABBV,2022-05-27,2022-06-24,0.015597551602986358,0.0,0.0,0.0,0.0,1.0,0
4,ACN,2022-05-27,2022-06-24,-0.01571708580004711,0.0,0.0,0.0,0.0,1.0,0
4,AEP,2022-05-27,2022-06-24,-0.09626060750257746,0.0,1.0,0.0,0.0,0.0,0
4,AIZ,2022-05-27,2022-06-24,-0.04713085100461952,0.0,0.0,1.0,0.0,0.0,0
4,ALLE,2022-05-27,2022-06-24,-0.11920978497307706,1.0,0.0,0.0,0.0,0.0,0
4,AMAT,2022-05-27,2022-06-24,-0.18513533973722718,1.0,0.0,0.0,0.0,0.0,0
4,AMP,2022-05-27,2022-06-24,-0.10484952689758958,1.0,0.0,0.0,0.0,0.0,0
4,AMZN,2022-05-27,2022-06-24,0.0114115991871189,0.0,0.0,0.0,0.0,1.0,0
4,AVB,2022-05-27,2022-06-24,-0.0747214864443752,0.0,1.0,0.0,0.0,0.0,0
4,AVY,2022-05-27,2022-06-24,-0.04341766098650521,0.0,0.0,0.0,1.0,0.0,0
4,AXP,2022-05-27,2022-06-24,-0.13827022128958405,1.0,0.0,0.0,0.0,0.0,0
4,BDX,2022-05-27,2022-06-24,-0.01829028038266953,0.0,0.0,0.0,0.0,1.0,0
4,BF-B,2022-05-27,2022-06-24,0.07742531660910144,0.0,0.0,0.0,0.0,1.0,0
4,BMY,2022-05-27,2022-06-24,0.03704251684667848,0.0,0.0,0.0,0.0,1.0,0
4,BR,2022-05-27,2022-06-24,-0.003523316062176103,0.0,0.0,0.0,0.0,1.0,0
4,CARR,2022-05-27,2022-06-24,-0.09378855401968934,0.0,1.0,0.0,0.0,0.0,0
4,CDW,2022-05-27,2022-06-24,-0.03951135488498147,0.0,0.0,0.0,1.0,0.0,0
4,CE,2022-05-27,2022-06-24,-0.19872989046585615,1.0,0.0,0.0,0.0,0.0,0
4,CHTR,2022-05-27,2022-06-24,-0.09181472330078047,0.0,1.0,0.0,0.0,0.0,0
4,CNC,2022-05-27,2022-06-24,-0.0172965288472929,0.0,0.0,0.0,0.0,1.0,0
4,CNP,2022-05-27,2022-06-24,-0.11009894769907343,1.0,0.0,0.0,0.0,0.0,0
4,COP,2022-05-27,2022-06-24,-0.20671923831673816,1.0,0.0,0.0,0.0,0.0,0
4,CTAS,2022-05-27,2022-06-24,-0.044671288184657536,0.0,0.0,0.0,1.0,0.0,0
4,CZR,2022-05-27,2022-06-24,-0.13817829457364345,1.0,0.0,0.0,0.0,0.0,0
4,DG,2022-05-27,2022-06-24,0.08546918119219535,0.0,0.0,0.0,0.0,1.0,0
4,DPZ,2022-05-27,2022-06-24,0.0868500449528685,0.0,0.0,0.0,0.0,1.0,0
4,DRE,2022-05-27,2022-06-24,0.07544153328192292,0.0,0.0,0.0,0.0,1.0,0
4,DXC,2022-05-27,2022-06-24,-0.08352337514253136,0.0,1.0,0.0,0.0,0.0,0
4,EWA,2022-05-27,2022-06-24,-0.10668407530640601,1.0,0.0,0.0,0.0,0.0,0
4,EWC,2022-05-27,2022-06-24,-0.091501847424473,0.0,1.0,0.0,0.0,0.0,0
4,EWG,2022-05-27,2022-06-24,-0.09911877683211562,0.0,1.0,0.0,0.0,0.0,0
4,EWH,2022-05-27,2022-06-24,-0.014781072789811186,0.0,0.0,0.0,0.0,1.0,0
4,EWJ,2022-05-27,2022-06-24,-0.07059966348071953,0.0,0.0,1.0,0.0,0.0,0
4,EWL,2022-05-27,2022-06-24,-0.06759075613397798,0.0,0.0,1.0,0.0,0.0,0
4,EWQ,2022-05-27,2022-06-24,-0.07339449541284403,0.0,0.0,1.0,0.0,0.0,0
4,EWT,2022-05-27,2022-06-24,-0.057996632996633,0.0,0.0,1.0,0.0,0.0,0
4,EWU,2022-05-27,2022-06-24,-0.06876808662911911,0.0,0.0,1.0,0.0,0.0,0
4,EWY,2022-05-27,2022-06-24,-0.11982332684533623,1.0,0.0,0.0,0.0,0.0,0
4,EWZ,2022-05-27,2022-06-24,-0.20287207910814387,1.0,0.0,0.0,0.0,0.0,0
4,FTV,2022-05-27,2022-06-24,-0.09224776129053117,0.0,1.0,0.0,0.0,0.0,0
4,GOOG,2022-05-27,2022-06-24,0.05087811062154797,0.0,0.0,0.0,0.0,1.0,0
4,GPC,2022-05-27,2022-06-24,-0.010943062449287012,0.0,0.0,0.0,0.0,1.0,0
4,GSG,2022-05-27,2022-06-24,-0.05623762376237631,0.0,0.0,1.0,0.0,0.0,0
4,HIG,2022-05-27,2022-06-24,-0.09160219912426733,0.0,1.0,0.0,0.0,0.0,0
4,HIGH.L,2022-05-27,2022-06-24,-0.05146198830409361,0.0,0.0,1.0,0.0,0.0,0
4,HST,2022-05-27,2022-06-24,-0.22267604940701746,1.0,0.0,0.0,0.0,0.0,0
4,HYG,2022-05-27,2022-06-24,-0.06060133977255032,0.0,0.0,1.0,0.0,0.0,0
4,IAU,2022-05-27,2022-06-24,-0.01617939256315641,0.0,0.0,0.0,0.0,1.0,0
4,ICLN,2022-05-27,2022-06-24,-0.029647435897435834,0.0,0.0,0.0,1.0,0.0,0
4,IEAA.L,2022-05-27,2022-06-24,-0.04093686354378829,0.0,0.0,0.0,1.0,0.0,0
4,IEF,2022-05-27,2022-06-24,-0.03000709364584252,0.0,0.0,0.0,1.0,0.0,0
4,IEFM.L,2022-05-27,2022-06-24,-0.038576069301570114,0.0,0.0,0.0,1.0,0.0,0
4,IEMG,2022-05-27,2022-06-24,-0.029187265176982384,0.0,0.0,0.0,1.0,0.0,0
4,IEUS,2022-05-27,2022-06-24,-0.09660626148358971,0.0,1.0,0.0,0.0,0.0,0
4,IEVL.L,2022-05-27,2022-06-24,-0.08605181903611224,0.0,1.0,0.0,0.0,0.0,0
4,IGF,2022-05-27,2022-06-24,-0.07541760407748814,0.0,1.0,0.0,0.0,0.0,0
4,INDA,2022-05-27,2022-06-24,-0.03433268858800778,0.0,0.0,0.0,1.0,0.0,0
4,IUMO.L,2022-05-27,2022-06-24,-0.06032689450222882,0.0,0.0,1.0,0.0,0.0,0
4,IUVL.L,2022-05-27,2022-06-24,-0.08664788732394367,0.0,1.0,0.0,0.0,0.0,0
4,IVV,2022-05-27,2022-06-24,-0.05758920878848844,0.0,0.0,1.0,0.0,0.0,0
4,IWM,2022-05-27,2022-06-24,-0.06442596679418762,0.0,0.0,1.0,0.0,0.0,0
4,IXN,2022-05-27,2022-06-24,-0.06297328049593899,0.0,0.0,1.0,0.0,0.0,0
4,JPEA.L,2022-05-27,2022-06-24,-0.05556642535707294,0.0,0.0,1.0,0.0,0.0,0
4,JPM,2022-05-27,2022-06-24,-0.10627245742852681,1.0,0.0,0.0,0.0,0.0,0
4,KR,2022-05-27,2022-06-24,-0.08515745007680482,0.0,1.0,0.0,0.0,0.0,0
4,LQD,2022-05-27,2022-06-24,-0.04281467678246585,0.0,0.0,0.0,1.0,0.0,0
4,MCHI,2022-05-27,2022-06-24,0.11777859088506722,0.0,0.0,0.0,0.0,1.0,0
4,META,2022-05-27,2022-06-24,-0.1279659714036796,1.0,0.0,0.0,0.0,0.0,0
4,MVEU.L,2022-05-27,2022-06-24,-0.04793863854266539,0.0,0.0,1.0,0.0,0.0,0
4,OGN,2022-05-27,2022-06-24,-0.0781500039350455,0.0,1.0,0.0,0.0,0.0,0
4,PG,2022-05-27,2022-06-24,-0.029388768483717843,0.0,0.0,0.0,1.0,0.0,0
4,PPL,2022-05-27,2022-06-24,-0.10018897212661136,0.0,1.0,0.0,0.0,0.0,0
4,PRU,2022-05-27,2022-06-24,-0.08337024128170065,0.0,1.0,0.0,0.0,0.0,0
4,PYPL,2022-05-27,2022-06-24,-0.08836990963501921,0.0,1.0,0.0,0.0,0.0,0
4,RE,2022-05-27,2022-06-24,-0.005617139732564475,0.0,0.0,0.0,0.0,1.0,0
4,REET,2022-05-27,2022-06-24,-0.0689470871191875,0.0,0.0,1.0,0.0,0.0,0
4,ROL,2022-05-27,2022-06-24,-0.040973888107646184,0.0,0.0,0.0,1.0,0.0,0
4,ROST,2022-05-27,2022-06-24,-0.1086730208670707,1.0,0.0,0.0,0.0,0.0,0
4,SEGA.L,2022-05-27,2022-06-24,-0.025719154054324973,0.0,0.0,0.0,1.0,0.0,0
4,SHY,2022-05-27,2022-06-24,-0.009297809067184625,0.0,0.0,0.0,0.0,1.0,0
4,SLV,2022-05-27,2022-06-24,-0.04174852652259322,0.0,0.0,0.0,1.0,0.0,0
4,SPMV.L,2022-05-27,2022-06-24,-0.046520618556701025,0.0,0.0,0.0,1.0,0.0,0
4,TLT,2022-05-27,2022-06-24,-0.05306937139136835,0.0,0.0,1.0,0.0,0.0,0
4,UNH,2022-05-27,2022-06-24,-0.019132620041857482,0.0,0.0,0.0,0.0,1.0,0
4,URI,2022-05-27,2022-06-24,-0.1653006846773922,1.0,0.0,0.0,0.0,0.0,0
4,V,2022-05-27,2022-06-24,-0.034619474044845694,0.0,0.0,0.0,1.0,0.0,0
4,VRSK,2022-05-27,2022-06-24,-0.029823534707841808,0.0,0.0,0.0,1.0,0.0,0
4,VXX,2022-05-27,2022-06-24,0.02938557435440784,0.0,0.0,0.0,0.0,1.0,0
4,WRK,2022-05-27,2022-06-24,-0.17128143113298033,1.0,0.0,0.0,0.0,0.0,0
4,XLB,2022-05-27,2022-06-24,-0.11876764424535123,1.0,0.0,0.0,0.0,0.0,0
4,XLC,2022-05-27,2022-06-24,-0.052188890003678844,0.0,0.0,1.0,0.0,0.0,0
4,XLE,2022-05-27,2022-06-24,-0.18263019193544616,1.0,0.0,0.0,0.0,0.0,0
4,XLF,2022-05-27,2022-06-24,-0.0860467110717247,0.0,1.0,0.0,0.0,0.0,0
4,XLI,2022-05-27,2022-06-24,-0.06562513275840097,0.0,0.0,1.0,0.0,0.0,0
4,XLK,2022-05-27,2022-06-24,-0.054228327550213326,0.0,0.0,1.0,0.0,0.0,0
4,XLP,2022-05-27,2022-06-24,-0.02151298948858992,0.0,0.0,0.0,1.0,0.0,0
4,XLU,2022-05-27,2022-06-24,-0.077126684855642,0.0,1.0,0.0,0.0,0.0,0
4,XLV,2022-05-27,2022-06-24,-0.03198785443449109,0.0,0.0,0.0,1.0,0.0,0
4,XLY,2022-05-27,2022-06-24,-0.04187326019322089,0.0,0.0,0.0,1.0,0.0,0
4,XOM,2022-05-27,2022-06-24,-0.10954238196860908,1.0,0.0,0.0,0.0,0.0,0
5,ABBV,2022-06-24,2022-07-22,-0.0162904304700644,0.0,1.0,0.0,0.0,0.0,0
5,ACN,2022-06-24,2022-07-22,-0.03452251350675173,1.0,0.0,0.0,0.0,0.0,0
5,AEP,2022-06-24,2022-07-22,0.008007722515960485,0.0,0.0,1.0,0.0,0.0,0
5,AIZ,2022-06-24,2022-07-22,-0.018048854569455985,0.0,1.0,0.0,0.0,0.0,0
5,ALLE,2022-06-24,2022-07-22,0.03805668016194337,0.0,0.0,0.0,1.0,0.0,0
5,AMAT,2022-06-24,2022-07-22,0.04426276890045002,0.0,0.0,0.0,0.0,1.0,0
5,AMP,2022-06-24,2022-07-22,-0.016970213802765435,0.0,1.0,0.0,0.0,0.0,0
5,AMZN,2022-06-24,2022-07-22,0.05117636956895078,0.0,0.0,0.0,0.0,1.0,0
5,AVB,2022-06-24,2022-07-22,0.024148818607588267,0.0,0.0,0.0,1.0,0.0,0
5,AVY,2022-06-24,2022-07-22,0.06017228660785596,0.0,0.0,0.0,0.0,1.0,0
5,AXP,2022-06-24,2022-07-22,0.0508612936700102,0.0,0.0,0.0,0.0,1.0,0
5,BDX,2022-06-24,2022-07-22,-0.03503054335872596,1.0,0.0,0.0,0.0,0.0,0
5,BF-B,2022-06-24,2022-07-22,-0.004049323003810453,0.0,1.0,0.0,0.0,0.0,0
5,BMY,2022-06-24,2022-07-22,-0.0697007820910234,1.0,0.0,0.0,0.0,0.0,0
5,BR,2022-06-24,2022-07-22,0.07280227398779815,0.0,0.0,0.0,0.0,1.0,0
5,CARR,2022-06-24,2022-07-22,0.060596799288730956,0.0,0.0,0.0,0.0,1.0,0
5,CDW,2022-06-24,2022-07-22,0.035052820996192995,0.0,0.0,0.0,1.0,0.0,0
5,CE,2022-06-24,2022-07-22,-0.10627656514652781,1.0,0.0,0.0,0.0,0.0,0
5,CHTR,2022-06-24,2022-07-22,0.04875626187597164,0.0,0.0,0.0,0.0,1.0,0
5,CNC,2022-06-24,2022-07-22,0.09632308619650386,0.0,0.0,0.0,0.0,1.0,0
5,CNP,2022-06-24,2022-07-22,0.02943875750088257,0.0,0.0,0.0,1.0,0.0,0
5,COP,2022-06-24,2022-07-22,-0.023053665910808666,0.0,1.0,0.0,0.0,0.0,0
5,CTAS,2022-06-24,2022-07-22,0.04628433514611197,0.0,0.0,0.0,0.0,1.0,0
5,CZR,2022-06-24,2022-07-22,-0.04092646728131325,1.0,0.0,0.0,0.0,0.0,0
5,DG,2022-06-24,2022-07-22,0.0018844170084879935,0.0,0.0,1.0,0.0,0.0,0
5,DPZ,2022-06-24,2022-07-22,0.006884144391947155,0.0,0.0,1.0,0.0,0.0,0
5,DRE,2022-06-24,2022-07-22,0.03900101437615874,0.0,0.0,0.0,1.0,0.0,0
5,DXC,2022-06-24,2022-07-22,-0.03576982892690509,1.0,0.0,0.0,0.0,0.0,0
5,EWA,2022-06-24,2022-07-22,0.006459217350306481,0.0,0.0,1.0,0.0,0.0,0
5,EWC,2022-06-24,2022-07-22,-0.005891148325358721,0.0,1.0,0.0,0.0,0.0,0
5,EWG,2022-06-24,2022-07-22,-0.042220550121227385,1.0,0.0,0.0,0.0,0.0,0
5,EWH,2022-06-24,2022-07-22,-0.019107378750707733,0.0,1.0,0.0,0.0,0.0,0
5,EWJ,2022-06-24,2022-07-22,0.018626700759625928,0.0,0.0,0.0,1.0,0.0,0
5,EWL,2022-06-24,2022-07-22,0.010994263862332546,0.0,0.0,1.0,0.0,0.0,0
5,EWQ,2022-06-24,2022-07-22,-0.020575998967975028,0.0,1.0,0.0,0.0,0.0,0
5,EWT,2022-06-24,2022-07-22,-0.036949334286480284,1.0,0.0,0.0,0.0,0.0,0
5,EWU,2022-06-24,2022-07-22,-0.0243592742339693,0.0,1.0,0.0,0.0,0.0,0
5,EWY,2022-06-24,2022-07-22,-0.01731675370405023,0.0,1.0,0.0,0.0,0.0,0
5,EWZ,2022-06-24,2022-07-22,-0.042311946902654926,1.0,0.0,0.0,0.0,0.0,0
5,FTV,2022-06-24,2022-07-22,0.0380170587083103,0.0,0.0,0.0,1.0,0.0,0
5,GOOG,2022-06-24,2022-07-22,-0.08586276130860988,1.0,0.0,0.0,0.0,0.0,0
5,GPC,2022-06-24,2022-07-22,0.0565993111705667,0.0,0.0,0.0,0.0,1.0,0
5,GSG,2022-06-24,2022-07-22,-0.0801510700797313,1.0,0.0,0.0,0.0,0.0,0
5,HIG,2022-06-24,2022-07-22,-0.029075229075229154,1.0,0.0,0.0,0.0,0.0,0
5,HIGH.L,2022-06-24,2022-07-22,0.029798602548294383,0.0,0.0,0.0,1.0,0.0,0
5,HST,2022-06-24,2022-07-22,0.055457077741200386,0.0,0.0,0.0,0.0,1.0,0
5,HYG,2022-06-24,2022-07-22,0.029256495301271484,0.0,0.0,0.0,1.0,0.0,0
5,IAU,2022-06-24,2022-07-22,-0.05510675129832651,1.0,0.0,0.0,0.0,0.0,0
5,ICLN,2022-06-24,2022-07-22,0.004644921552435996,0.0,0.0,1.0,0.0,0.0,0
5,IEAA.L,2022-06-24,2022-07-22,0.03928647271182852,0.0,0.0,0.0,0.0,1.0,0
5,IEF,2022-06-24,2022-07-22,0.03191713166568164,0.0,0.0,0.0,1.0,0.0,0
5,IEFM.L,2022-06-24,2022-07-22,0.0035196395889060964,0.0,0.0,1.0,0.0,0.0,0
5,IEMG,2022-06-24,2022-07-22,-0.029922190084328046,1.0,0.0,0.0,0.0,0.0,0
5,IEUS,2022-06-24,2022-07-22,-0.009989830711252113,0.0,1.0,0.0,0.0,0.0,0
5,IEVL.L,2022-06-24,2022-07-22,-0.0038190364277320508,0.0,1.0,0.0,0.0,0.0,0
5,IGF,2022-06-24,2022-07-22,-0.006589289175046779,0.0,1.0,0.0,0.0,0.0,0
5,INDA,2022-06-24,2022-07-22,0.029544316474712062,0.0,0.0,0.0,1.0,0.0,0
5,IUMO.L,2022-06-24,2022-07-22,0.008960573476702411,0.0,0.0,1.0,0.0,0.0,0
5,IUVL.L,2022-06-24,2022-07-22,0.010486059708857742,0.0,0.0,1.0,0.0,0.0,0
5,IVV,2022-06-24,2022-07-22,0.01336818521284534,0.0,0.0,1.0,0.0,0.0,0
5,IWM,2022-06-24,2022-07-22,0.02524381592834598,0.0,0.0,0.0,1.0,0.0,0
5,IXN,2022-06-24,2022-07-22,0.026484381542584385,0.0,0.0,0.0,1.0,0.0,0
5,JPEA.L,2022-06-24,2022-07-22,-0.0039361922519163305,0.0,1.0,0.0,0.0,0.0,0
5,JPM,2022-06-24,2022-07-22,-0.013171349910413887,0.0,1.0,0.0,0.0,0.0,0
5,KR,2022-06-24,2022-07-22,-0.04560814356175888,1.0,0.0,0.0,0.0,0.0,0
5,LQD,2022-06-24,2022-07-22,0.03494947622137755,0.0,0.0,0.0,1.0,0.0,0
5,MCHI,2022-06-24,2022-07-22,-0.07972648577871537,1.0,0.0,0.0,0.0,0.0,0
5,META,2022-06-24,2022-07-22,-0.005230371415138613,0.0,1.0,0.0,0.0,0.0,0
5,MVEU.L,2022-06-24,2022-07-22,0.03141993957703932,0.0,0.0,0.0,1.0,0.0,0
5,OGN,2022-06-24,2022-07-22,-0.10873648264086515,1.0,0.0,0.0,0.0,0.0,0
5,PG,2022-06-24,2022-07-22,-0.0027770122739702845,0.0,0.0,1.0,0.0,0.0,0
5,PPL,2022-06-24,2022-07-22,0.009263078942433898,0.0,0.0,1.0,0.0,0.0,0
5,PRU,2022-06-24,2022-07-22,-0.01950568784597123,0.0,1.0,0.0,0.0,0.0,0
5,PYPL,2022-06-24,2022-07-22,0.04338311019567444,0.0,0.0,0.0,0.0,1.0,0
5,RE,2022-06-24,2022-07-22,-0.03972776873196781,1.0,0.0,0.0,0.0,0.0,0
5,REET,2022-06-24,2022-07-22,0.014556339183204725,0.0,0.0,1.0,0.0,0.0,0
5,ROL,2022-06-24,2022-07-22,0.03872804117190424,0.0,0.0,0.0,1.0,0.0,0
5,ROST,2022-06-24,2022-07-22,0.07364678095435842,0.0,0.0,0.0,0.0,1.0,0
5,SEGA.L,2022-06-24,2022-07-22,0.01699518538331757,0.0,0.0,0.0,1.0,0.0,0
5,SHY,2022-06-24,2022-07-22,0.003626606549945558,0.0,0.0,1.0,0.0,0.0,0
5,SLV,2022-06-24,2022-07-22,-0.12147616606868276,1.0,0.0,0.0,0.0,0.0,0
5,SPMV.L,2022-06-24,2022-07-22,0.017029328287606504,0.0,0.0,0.0,1.0,0.0,0
5,TLT,2022-06-24,2022-07-22,0.05530174870407729,0.0,0.0,0.0,0.0,1.0,0
5,UNH,2022-06-24,2022-07-22,0.051994534798029096,0.0,0.0,0.0,0.0,1.0,0
5,URI,2022-06-24,2022-07-22,0.10471957329885254,0.0,0.0,0.0,0.0,1.0,0
5,V,2022-06-24,2022-07-22,0.03985040800043086,0.0,0.0,0.0,0.0,1.0,0
5,VRSK,2022-06-24,2022-07-22,0.06815650882769184,0.0,0.0,0.0,0.0,1.0,0
5,VXX,2022-06-24,2022-07-22,-0.07439446366782017,1.0,0.0,0.0,0.0,0.0,0
5,WRK,2022-06-24,2022-07-22,0.01698241376707669,0.0,0.0,1.0,0.0,0.0,0
5,XLB,2022-06-24,2022-07-22,-0.018307938735256293,0.0,1.0,0.0,0.0,0.0,0
5,XLC,2022-06-24,2022-07-22,-0.01667225348882342,0.0,1.0,0.0,0.0,0.0,0
5,XLE,2022-06-24,2022-07-22,-0.0061487103401049615,0.0,1.0,0.0,0.0,0.0,0
5,XLF,2022-06-24,2022-07-22,0.012667730130430627,0.0,0.0,1.0,0.0,0.0,0
5,XLI,2022-06-24,2022-07-22,0.018357070597997144,0.0,0.0,0.0,1.0,0.0,0
5,XLK,2022-06-24,2022-07-22,0.028250715684797346,0.0,0.0,0.0,1.0,0.0,0
5,XLP,2022-06-24,2022-07-22,0.004814649894244537,0.0,0.0,1.0,0.0,0.0,0
5,XLU,2022-06-24,2022-07-22,0.0060892203150509855,0.0,0.0,1.0,0.0,0.0,0
5,XLV,2022-06-24,2022-07-22,0.004876754656325346,0.0,0.0,1.0,0.0,0.0,0
5,XLY,2022-06-24,2022-07-22,0.05279528581780386,0.0,0.0,0.0,0.0,1.0,0
5,XOM,2022-06-24,2022-07-22,0.002077848482344214,0.0,0.0,1.0,0.0,0.0,0
6,ABBV,2022-07-22,2022-08-19,-0.04458410605123988,1.0,0.0,0.0,0.0,0.0,0
6,ACN,2022-07-22,2022-08-19,0.09471682652407316,0.0,0.0,0.0,1.0,0.0,0
6,AEP,2022-07-22,2022-08-19,0.12097897531885261,0.0,0.0,0.0,0.0,1.0,0
6,AIZ,2022-07-22,2022-08-19,0.012432188065099478,0.0,1.0,0.0,0.0,0.0,0
6,ALLE,2022-07-22,2022-08-19,0.02959243369734786,0.0,1.0,0.0,0.0,0.0,0
6,AMAT,2022-07-22,2022-08-19,0.02912103119686843,0.0,1.0,0.0,0.0,0.0,0
6,AMP,2022-07-22,2022-08-19,0.1673152233182968,0.0,0.0,0.0,0.0,1.0,0
6,AMZN,2022-07-22,2022-08-19,0.12914556445025313,0.0,0.0,0.0,0.0,1.0,0
6,AVB,2022-07-22,2022-08-19,0.08438538888803253,0.0,0.0,0.0,1.0,0.0,0
6,AVY,2022-07-22,2022-08-19,0.12407776927986934,0.0,0.0,0.0,0.0,1.0,0
6,AXP,2022-07-22,2022-08-19,0.06032178641492549,0.0,0.0,1.0,0.0,0.0,0
6,BDX,2022-07-22,2022-08-19,0.09251079334181836,0.0,0.0,0.0,1.0,0.0,0
6,BF-B,2022-07-22,2022-08-19,0.08452036422672421,0.0,0.0,0.0,1.0,0.0,0
6,BMY,2022-07-22,2022-08-19,0.033920281065707374,0.0,0.0,1.0,0.0,0.0,0
6,BR,2022-07-22,2022-08-19,0.12702515816751847,0.0,0.0,0.0,0.0,1.0,0
6,CARR,2022-07-22,2022-08-19,0.10337149294003609,0.0,0.0,0.0,0.0,1.0,0
6,CDW,2022-07-22,2022-08-19,0.10740410031399855,0.0,0.0,0.0,0.0,1.0,0
6,CE,2022-07-22,2022-08-19,0.011737676780318628,0.0,1.0,0.0,0.0,0.0,0
6,CHTR,2022-07-22,2022-08-19,-0.06431953880996502,1.0,0.0,0.0,0.0,0.0,0
6,CNC,2022-07-22,2022-08-19,0.06553771717616019,0.0,0.0,0.0,1.0,0.0,0
6,CNP,2022-07-22,2022-08-19,0.10540392264435598,0.0,0.0,0.0,0.0,1.0,0
6,COP,2022-07-22,2022-08-19,0.19826504894203148,0.0,0.0,0.0,0.0,1.0,0
6,CTAS,2022-07-22,2022-08-19,0.10324898191453431,0.0,0.0,0.0,0.0,1.0,0
6,CZR,2022-07-22,2022-08-19,0.09519343493552175,0.0,0.0,0.0,1.0,0.0,0
6,DG,2022-07-22,2022-08-19,0.024410808532027612,0.0,1.0,0.0,0.0,0.0,0
6,DPZ,2022-07-22,2022-08-19,0.01485104849460814,0.0,1.0,0.0,0.0,0.0,0
6,DRE,2022-07-22,2022-08-19,0.06366145973606242,0.0,0.0,1.0,0.0,0.0,0
6,DXC,2022-07-22,2022-08-19,-0.1635483870967742,1.0,0.0,0.0,0.0,0.0,0
6,EWA,2022-07-22,2022-08-19,0.039068721600224836,0.0,0.0,1.0,0.0,0.0,0
6,EWC,2022-07-22,2022-08-19,0.05333453659417008,0.0,0.0,1.0,0.0,0.0,0
6,EWG,2022-07-22,2022-08-19,0.0030551675977653755,1.0,0.0,0.0,0.0,0.0,0
6,EWH,2022-07-22,2022-08-19,-0.012313020056755337,1.0,0.0,0.0,0.0,0.0,0
6,EWJ,2022-07-22,2022-08-19,0.017003499642706716,0.0,1.0,0.0,0.0,0.0,0
6,EWL,2022-07-22,2022-08-19,0.012529550827423196,0.0,1.0,0.0,0.0,0.0,0
6,EWQ,2022-07-22,2022-08-19,0.033125884948467195,0.0,0.0,1.0,0.0,0.0,0
