model,round,symbol,RPS
Chronos T5 Base 200M,6,DRE,0.0561
Chronos T5 Base 200M,6,DXC,0.013379999999999994
Chronos T5 Base 200M,6,EWA,0.20436
Chronos T5 Base 200M,6,EWC,0.4
Chronos T5 Base 200M,6,EWG,0.3358
Chronos T5 Base 200M,6,EWH,0.22249999999999998
Chronos T5 Base 200M,6,EWJ,0.24816000000000002
Chronos T5 Base 200M,6,EWL,0.16918000000000002
Chronos T5 Base 200M,6,EWQ,0.05389999999999999
Chronos T5 Base 200M,6,EWT,0.03210000000000002
Chronos T5 Base 200M,6,EWU,0.16529999999999997
Chronos T5 Base 200M,6,EWY,0.13777999999999999
Chronos T5 Base 200M,6,EWZ,0.15766
Chronos T5 Base 200M,6,FTV,0.24787999999999996
Chronos T5 Base 200M,6,GOOG,0.14366
Chronos T5 Base 200M,6,GPC,0.04054
Chronos T5 Base 200M,6,GSG,0.48988
Chronos T5 Base 200M,6,HIG,0.4354
Chronos T5 Base 200M,6,HIGH.L,0.49914
Chronos T5 Base 200M,6,HST,0.769
Chronos T5 Base 200M,6,HYG,0.28907999999999995
Chronos T5 Base 200M,6,IAU,0.18441999999999997
Chronos T5 Base 200M,6,ICLN,0.55284
Chronos T5 Base 200M,6,IEAA.L,0.50388
Chronos T5 Base 200M,6,IEF,0.1999
Chronos T5 Base 200M,6,IEFM.L,0.15310000000000004
Chronos T5 Base 200M,6,IEMG,0.038979999999999994
Chronos T5 Base 200M,6,IEUS,0.69584
Chronos T5 Base 200M,6,IEVL.L,0.16929999999999998
Chronos T5 Base 200M,6,IGF,0.37672
Chronos T5 Base 200M,6,INDA,0.10265999999999997
Chronos T5 Base 200M,6,IUMO.L,0.054559999999999984
Chronos T5 Base 200M,6,IUVL.L,0.056459999999999996
Chronos T5 Base 200M,6,IVV,0.04198
Chronos T5 Base 200M,6,IWM,0.26331999999999994
Chronos T5 Base 200M,6,IXN,0.07038000000000001
Chronos T5 Base 200M,6,JPEA.L,0.16904000000000002
Chronos T5 Base 200M,6,JPM,0.17874000000000004
Chronos T5 Base 200M,6,KR,0.07582
Chronos T5 Base 200M,6,LQD,0.31528
Chronos T5 Base 200M,6,MCHI,0.0032400000000000007
Chronos T5 Base 200M,6,META,0.0010599999999999978
Chronos T5 Base 200M,6,MVEU.L,0.6
Chronos T5 Base 200M,6,OGN,0.13764
Chronos T5 Base 200M,6,PG,0.046439999999999995
Chronos T5 Base 200M,6,PPL,0.5445200000000001
Chronos T5 Base 200M,6,PRU,0.15994
Chronos T5 Base 200M,6,PYPL,0.5954400000000001
Chronos T5 Base 200M,6,RE,0.06509999999999999
Chronos T5 Base 200M,6,REET,0.17688
Chronos T5 Base 200M,6,ROL,0.6260399999999999
Chronos T5 Base 200M,6,ROST,0.33114
Chronos T5 Base 200M,6,SEGA.L,0.33648
Chronos T5 Base 200M,6,SHY,0.4805999999999999
Chronos T5 Base 200M,6,SLV,0.056440000000000004
Chronos T5 Base 200M,6,SPMV.L,0.07642000000000002
Chronos T5 Base 200M,6,TLT,0.060820000000000006
Chronos T5 Base 200M,6,UNH,0.10230000000000002
Chronos T5 Base 200M,6,URI,0.31426
Chronos T5 Base 200M,6,V,0.3178599999999999
Chronos T5 Base 200M,6,VRSK,0.06838000000000002
Chronos T5 Base 200M,6,VXX,0.0
Chronos T5 Base 200M,6,WRK,0.12582000000000002
Chronos T5 Base 200M,6,XLB,0.04092
Chronos T5 Base 200M,6,XLC,0.14288000000000003
Chronos T5 Base 200M,6,XLE,0.52462
Chronos T5 Base 200M,6,XLF,0.3097
Chronos T5 Base 200M,6,XLI,0.10940000000000001
Chronos T5 Base 200M,6,XLK,0.14217999999999997
Chronos T5 Base 200M,6,XLP,0.085
Chronos T5 Base 200M,6,XLU,0.0005200000000000001
Chronos T5 Base 200M,6,XLV,0.18053999999999998
Chronos T5 Base 200M,6,XLY,0.11507999999999999
Chronos T5 Base 200M,6,XOM,0.39970000000000006
Chronos T5 Base 200M,7,ABBV,8e-05
Chronos T5 Base 200M,7,ACN,0.43299999999999994
Chronos T5 Base 200M,7,AEP,0.13124000000000002
Chronos T5 Base 200M,7,AIZ,0.7053200000000001
Chronos T5 Base 200M,7,ALLE,0.03362
Chronos T5 Base 200M,7,AMAT,0.35322
Chronos T5 Base 200M,7,AMP,0.48304
Chronos T5 Base 200M,7,AMZN,0.23398000000000002
Chronos T5 Base 200M,7,AVB,0.08138000000000001
Chronos T5 Base 200M,7,AVY,0.17130000000000004
Chronos T5 Base 200M,7,AXP,0.14420000000000002
Chronos T5 Base 200M,7,BDX,0.04665999999999999
Chronos T5 Base 200M,7,BF-B,0.11081999999999999
Chronos T5 Base 200M,7,BMY,0.04716000000000001
Chronos T5 Base 200M,7,BR,0.12539999999999998
Chronos T5 Base 200M,7,CARR,0.09018000000000001
Chronos T5 Base 200M,7,CDW,0.20028
Chronos T5 Base 200M,7,CE,0.005220000000000002
Chronos T5 Base 200M,7,CHTR,0.31095999999999996
Chronos T5 Base 200M,7,CNC,0.27886
Chronos T5 Base 200M,7,CNP,0.0034600000000000004
Chronos T5 Base 200M,7,COP,0.12532000000000001
Chronos T5 Base 200M,7,CTAS,0.3984599999999999
Chronos T5 Base 200M,7,CZR,0.6
Chronos T5 Base 200M,7,DG,0.09831999999999999
Chronos T5 Base 200M,7,DPZ,0.10888
Chronos T5 Base 200M,7,DRE,0.38115999999999994
Chronos T5 Base 200M,7,DXC,0.6108
Chronos T5 Base 200M,7,EWA,0.026500000000000003
Chronos T5 Base 200M,7,EWC,0.12134
Chronos T5 Base 200M,7,EWG,0.13898000000000002
Chronos T5 Base 200M,7,EWH,0.19735999999999998
Chronos T5 Base 200M,7,EWJ,0.18436000000000002
Chronos T5 Base 200M,7,EWL,0.037619999999999994
Chronos T5 Base 200M,7,EWQ,0.040600000000000004
Chronos T5 Base 200M,7,EWT,0.029659999999999985
Chronos T5 Base 200M,7,EWU,0.28922
Chronos T5 Base 200M,7,EWY,0.09158000000000002
Chronos T5 Base 200M,7,EWZ,0.05291999999999999
Chronos T5 Base 200M,7,FTV,0.08742
Chronos T5 Base 200M,7,GOOG,0.29022000000000003
Chronos T5 Base 200M,7,GPC,0.00306
Chronos T5 Base 200M,7,GSG,0.19207999999999997
Chronos T5 Base 200M,7,HIG,0.49372
Chronos T5 Base 200M,7,HIGH.L,0.11377999999999999
Chronos T5 Base 200M,7,HST,0.3466
Chronos T5 Base 200M,7,HYG,0.08468
Chronos T5 Base 200M,7,IAU,0.04906
Chronos T5 Base 200M,7,ICLN,0.6273399999999999
Chronos T5 Base 200M,7,IEAA.L,0.020339999999999997
Chronos T5 Base 200M,7,IEF,0.05332
Chronos T5 Base 200M,7,IEFM.L,0.20854
Chronos T5 Base 200M,7,IEMG,0.12908000000000003
Chronos T5 Base 200M,7,IEUS,0.04029999999999998
Chronos T5 Base 200M,7,IEVL.L,0.018600000000000002
Chronos T5 Base 200M,7,IGF,0.12411999999999998
Chronos T5 Base 200M,7,INDA,0.10732
Chronos T5 Base 200M,7,IUMO.L,0.05545999999999999
Chronos T5 Base 200M,7,IUVL.L,0.08986
Chronos T5 Base 200M,7,IVV,0.33003999999999994
Chronos T5 Base 200M,7,IWM,0.06366000000000001
Chronos T5 Base 200M,7,IXN,0.29348
Chronos T5 Base 200M,7,JPEA.L,0.18488000000000002
Chronos T5 Base 200M,7,JPM,0.7805
Chronos T5 Base 200M,7,KR,0.05398000000000001
Chronos T5 Base 200M,7,LQD,0.11155999999999996
Chronos T5 Base 200M,7,MCHI,0.543
Chronos T5 Base 200M,7,META,2.0000000000000036e-05
Chronos T5 Base 200M,7,MVEU.L,0.6
Chronos T5 Base 200M,7,OGN,0.08565999999999999
Chronos T5 Base 200M,7,PG,0.21802000000000002
Chronos T5 Base 200M,7,PPL,0.16475999999999996
Chronos T5 Base 200M,7,PRU,0.13996000000000003
Chronos T5 Base 200M,7,PYPL,0.23436000000000007
Chronos T5 Base 200M,7,RE,0.13956
Chronos T5 Base 200M,7,REET,0.19038
Chronos T5 Base 200M,7,ROL,0.028359999999999996
Chronos T5 Base 200M,7,ROST,0.46348
Chronos T5 Base 200M,7,SEGA.L,0.39346
Chronos T5 Base 200M,7,SHY,0.12506
Chronos T5 Base 200M,7,SLV,0.50018
Chronos T5 Base 200M,7,SPMV.L,0.35281999999999997
Chronos T5 Base 200M,7,TLT,0.059919999999999994
Chronos T5 Base 200M,7,UNH,0.053880000000000004
Chronos T5 Base 200M,7,URI,0.03716
Chronos T5 Base 200M,7,V,0.17004
Chronos T5 Base 200M,7,VRSK,0.57258
Chronos T5 Base 200M,7,VXX,0.4
Chronos T5 Base 200M,7,WRK,0.11683999999999997
Chronos T5 Base 200M,7,XLB,0.06402000000000001
Chronos T5 Base 200M,7,XLC,0.16259999999999997
Chronos T5 Base 200M,7,XLE,0.17538
Chronos T5 Base 200M,7,XLF,0.33448
Chronos T5 Base 200M,7,XLI,0.10481999999999998
Chronos T5 Base 200M,7,XLK,0.23956
Chronos T5 Base 200M,7,XLP,0.32330000000000003
Chronos T5 Base 200M,7,XLU,0.03813999999999999
Chronos T5 Base 200M,7,XLV,0.05374000000000001
Chronos T5 Base 200M,7,XLY,0.09251999999999999
Chronos T5 Base 200M,7,XOM,0.11784000000000003
Chronos T5 Base 200M,8,ABBV,0.0
Chronos T5 Base 200M,8,ACN,0.0786
Chronos T5 Base 200M,8,AEP,0.79208
Chronos T5 Base 200M,8,AIZ,0.09966
Chronos T5 Base 200M,8,ALLE,0.7155400000000001
Chronos T5 Base 200M,8,AMAT,0.33659999999999995
Chronos T5 Base 200M,8,AMP,0.26561999999999997
Chronos T5 Base 200M,8,AMZN,0.17198
Chronos T5 Base 200M,8,AVB,0.24822000000000002
Chronos T5 Base 200M,8,AVY,0.39341999999999994
Chronos T5 Base 200M,8,AXP,0.07669999999999999
Chronos T5 Base 200M,8,BDX,0.14243999999999998
Chronos T5 Base 200M,8,BF-B,0.27802000000000004
Chronos T5 Base 200M,8,BMY,0.33083999999999997
Chronos T5 Base 200M,8,BR,0.21655999999999995
Chronos T5 Base 200M,8,CARR,0.06849999999999999
Chronos T5 Base 200M,8,CDW,0.1573
Chronos T5 Base 200M,8,CE,0.050519999999999995
Chronos T5 Base 200M,8,CHTR,0.3301
Chronos T5 Base 200M,8,CNC,0.13525999999999996
Chronos T5 Base 200M,8,CNP,0.59484
Chronos T5 Base 200M,8,COP,0.20428000000000007
Chronos T5 Base 200M,8,CTAS,0.20404
Chronos T5 Base 200M,8,CZR,0.0
Chronos T5 Base 200M,8,DG,0.045219999999999996
Chronos T5 Base 200M,8,DPZ,0.2069
Chronos T5 Base 200M,8,DRE,0.10910000000000002
Chronos T5 Base 200M,8,DXC,0.71242
Chronos T5 Base 200M,8,EWA,0.09521999999999997
Chronos T5 Base 200M,8,EWC,0.10699999999999998
Chronos T5 Base 200M,8,EWG,0.10740000000000001
Chronos T5 Base 200M,8,EWH,0.08614
Chronos T5 Base 200M,8,EWJ,0.05732
Chronos T5 Base 200M,8,EWL,0.037040000000000003
Chronos T5 Base 200M,8,EWQ,0.05334000000000001
Chronos T5 Base 200M,8,EWT,0.25044000000000005
Chronos T5 Base 200M,8,EWU,0.058760000000000014
Chronos T5 Base 200M,8,EWY,0.05122
Chronos T5 Base 200M,8,EWZ,0.025859999999999994
Chronos T5 Base 200M,8,FTV,0.060259999999999994
Chronos T5 Base 200M,8,GOOG,0.08342000000000001
Chronos T5 Base 200M,8,GPC,0.00532
Chronos T5 Base 200M,8,GSG,0.00042000000000000007
Chronos T5 Base 200M,8,HIG,0.67248
Chronos T5 Base 200M,8,HIGH.L,0.0522
Chronos T5 Base 200M,8,HST,0.5920799999999999
Chronos T5 Base 200M,8,HYG,0.03588
Chronos T5 Base 200M,8,IAU,0.10608
Chronos T5 Base 200M,8,ICLN,0.02478000000000001
Chronos T5 Base 200M,8,IEAA.L,0.02788
Chronos T5 Base 200M,8,IEF,0.188
Chronos T5 Base 200M,8,IEFM.L,0.18602
Chronos T5 Base 200M,8,IEMG,0.05162
Chronos T5 Base 200M,8,IEUS,0.030459999999999997
Chronos T5 Base 200M,8,IEVL.L,0.10386
Chronos T5 Base 200M,8,IGF,0.66422
Chronos T5 Base 200M,8,INDA,0.10708000000000002
Chronos T5 Base 200M,8,IUMO.L,0.19902000000000006
Chronos T5 Base 200M,8,IUVL.L,0.09876
Chronos T5 Base 200M,8,IVV,0.11914000000000002
Chronos T5 Base 200M,8,IWM,0.05802
Chronos T5 Base 200M,8,IXN,0.16241999999999998
Chronos T5 Base 200M,8,JPEA.L,0.09379999999999997
Chronos T5 Base 200M,8,JPM,0.45935999999999994
Chronos T5 Base 200M,8,KR,0.09652000000000002
Chronos T5 Base 200M,8,LQD,0.10444
Chronos T5 Base 200M,8,MCHI,0.00024000000000000047
Chronos T5 Base 200M,8,META,2.0000000000000036e-05
Chronos T5 Base 200M,8,MVEU.L,0.03201999999999999
Chronos T5 Base 200M,8,OGN,0.24474
Chronos T5 Base 200M,8,PG,0.1496
Chronos T5 Base 200M,8,PPL,0.28706
Chronos T5 Base 200M,8,PRU,0.48161999999999994
Chronos T5 Base 200M,8,PYPL,0.07142000000000001
Chronos T5 Base 200M,8,RE,0.07089999999999999
Chronos T5 Base 200M,8,REET,0.36216
Chronos T5 Base 200M,8,ROL,0.032279999999999996
Chronos T5 Base 200M,8,ROST,0.058039999999999994
Chronos T5 Base 200M,8,SEGA.L,0.07272000000000002
Chronos T5 Base 200M,8,SHY,0.17878000000000002
Chronos T5 Base 200M,8,SLV,0.14842
Chronos T5 Base 200M,8,SPMV.L,0.1839
Chronos T5 Base 200M,8,TLT,0.07506
Chronos T5 Base 200M,8,UNH,0.007479999999999999
Chronos T5 Base 200M,8,URI,0.1679
Chronos T5 Base 200M,8,V,0.06390000000000001
Chronos T5 Base 200M,8,VRSK,0.5920799999999999
Chronos T5 Base 200M,8,VXX,0.8
Chronos T5 Base 200M,8,WRK,0.27587999999999996
Chronos T5 Base 200M,8,XLB,0.13330000000000003
Chronos T5 Base 200M,8,XLC,0.035
Chronos T5 Base 200M,8,XLE,0.07070000000000001
Chronos T5 Base 200M,8,XLF,0.17345999999999998
Chronos T5 Base 200M,8,XLI,0.18362000000000003
Chronos T5 Base 200M,8,XLK,0.07332000000000001
Chronos T5 Base 200M,8,XLP,0.024199999999999996
Chronos T5 Base 200M,8,XLU,0.6218
Chronos T5 Base 200M,8,XLV,0.2602
Chronos T5 Base 200M,8,XLY,0.36008
Chronos T5 Base 200M,8,XOM,0.028860000000000004
Chronos T5 Base 200M,9,ABBV,0.45602
Chronos T5 Base 200M,9,ACN,0.08172
Chronos T5 Base 200M,9,AEP,0.58818
Chronos T5 Base 200M,9,AIZ,0.5278
Chronos T5 Base 200M,9,ALLE,0.69002
Chronos T5 Base 200M,9,AMAT,0.3709600000000001
Chronos T5 Base 200M,9,AMP,0.22741999999999996
Chronos T5 Base 200M,9,AMZN,0.16884000000000005
Chronos T5 Base 200M,9,AVB,0.17284
Chronos T5 Base 200M,9,AVY,0.12525999999999998
Chronos T5 Base 200M,9,AXP,0.08824000000000001
Chronos T5 Base 200M,9,BDX,0.56986
Chronos T5 Base 200M,9,BF-B,0.14046
Chronos T5 Base 200M,9,BMY,0.08262
Chronos T5 Base 200M,9,BR,0.15136000000000005
Chronos T5 Base 200M,9,CARR,0.45587999999999995
Chronos T5 Base 200M,9,CDW,0.22494000000000006
Chronos T5 Base 200M,9,CE,0.7076
Chronos T5 Base 200M,9,CHTR,0.11674000000000002
Chronos T5 Base 200M,9,CNC,0.05852
Chronos T5 Base 200M,9,CNP,0.2909
Chronos T5 Base 200M,9,COP,0.15558
Chronos T5 Base 200M,9,CTAS,0.056100000000000004
Chronos T5 Base 200M,9,CZR,0.7805
Chronos T5 Base 200M,9,DG,0.33105999999999997
Chronos T5 Base 200M,9,DPZ,0.40746000000000004
Chronos T5 Base 200M,9,DRE,0.48353999999999997
Chronos T5 Base 200M,9,DXC,0.09844
Chronos T5 Base 200M,9,EWA,0.07715999999999999
Chronos T5 Base 200M,9,EWC,0.07307999999999999
Chronos T5 Base 200M,9,EWG,0.29636000000000007
Chronos T5 Base 200M,9,EWH,0.03505999999999999
Chronos T5 Base 200M,9,EWJ,0.01706
Chronos T5 Base 200M,9,EWL,0.10339999999999998
Chronos T5 Base 200M,9,EWQ,0.3744200000000001
Chronos T5 Base 200M,9,EWT,0.16838
Chronos T5 Base 200M,9,EWU,0.08510000000000001
Chronos T5 Base 200M,9,EWY,0.7960200000000001
Chronos T5 Base 200M,9,EWZ,0.5562199999999999
Chronos T5 Base 200M,9,FTV,0.2724999999999999
Chronos T5 Base 200M,9,GOOG,0.1517
Chronos T5 Base 200M,9,GPC,0.0506
Chronos T5 Base 200M,9,GSG,0.6474
Chronos T5 Base 200M,9,HIG,0.07366
Chronos T5 Base 200M,9,HIGH.L,0.37414000000000003
Chronos T5 Base 200M,9,HST,0.17602
Chronos T5 Base 200M,9,HYG,0.44954
Chronos T5 Base 200M,9,IAU,0.25328
Chronos T5 Base 200M,9,ICLN,0.3399
Chronos T5 Base 200M,9,IEAA.L,0.58036
Chronos T5 Base 200M,9,IEF,0.24228
Chronos T5 Base 200M,9,IEFM.L,0.32922
Chronos T5 Base 200M,9,IEMG,0.17765999999999996
Chronos T5 Base 200M,9,IEUS,0.21092
Chronos T5 Base 200M,9,IEVL.L,0.33111999999999997
Chronos T5 Base 200M,9,IGF,0.07813999999999999
Chronos T5 Base 200M,9,INDA,0.24548
Chronos T5 Base 200M,9,IUMO.L,0.46276
Chronos T5 Base 200M,9,IUVL.L,0.36928
Chronos T5 Base 200M,9,IVV,0.15082
Chronos T5 Base 200M,9,IWM,0.12941999999999998
Chronos T5 Base 200M,9,IXN,0.18054000000000003
Chronos T5 Base 200M,9,JPEA.L,0.26962
Chronos T5 Base 200M,9,JPM,0.55178
Chronos T5 Base 200M,9,KR,0.15012
Chronos T5 Base 200M,9,LQD,0.10611999999999999
Chronos T5 Base 200M,9,MCHI,0.12492
Chronos T5 Base 200M,9,META,0.0
Chronos T5 Base 200M,9,MVEU.L,0.6
Chronos T5 Base 200M,9,OGN,0.15028
Chronos T5 Base 200M,9,PG,0.02442
Chronos T5 Base 200M,9,PPL,0.08898
Chronos T5 Base 200M,9,PRU,0.18086
Chronos T5 Base 200M,9,PYPL,0.15054
Chronos T5 Base 200M,9,RE,0.09621999999999999
Chronos T5 Base 200M,9,REET,0.12108
Chronos T5 Base 200M,9,ROL,0.22812000000000002
Chronos T5 Base 200M,9,ROST,0.5702599999999999
Chronos T5 Base 200M,9,SEGA.L,0.29104
Chronos T5 Base 200M,9,SHY,0.40386
Chronos T5 Base 200M,9,SLV,0.64818
Chronos T5 Base 200M,9,SPMV.L,0.27271999999999996
Chronos T5 Base 200M,9,TLT,0.12134
Chronos T5 Base 200M,9,UNH,0.6447399999999999
Chronos T5 Base 200M,9,URI,0.18438
Chronos T5 Base 200M,9,V,0.06986
Chronos T5 Base 200M,9,VRSK,0.53714
Chronos T5 Base 200M,9,VXX,0.0
Chronos T5 Base 200M,9,WRK,0.78818
Chronos T5 Base 200M,9,XLB,0.6121000000000001
Chronos T5 Base 200M,9,XLC,0.05782
Chronos T5 Base 200M,9,XLE,0.0873
Chronos T5 Base 200M,9,XLF,0.43651999999999996
Chronos T5 Base 200M,9,XLI,0.27534
Chronos T5 Base 200M,9,XLK,0.17428000000000002
Chronos T5 Base 200M,9,XLP,0.28650000000000003
Chronos T5 Base 200M,9,XLU,0.37672
Chronos T5 Base 200M,9,XLV,0.15442000000000006
Chronos T5 Base 200M,9,XLY,0.23699999999999996
Chronos T5 Base 200M,9,XOM,0.11206
Chronos T5 Base 200M,10,ABBV,0.0005200000000000001
Chronos T5 Base 200M,10,ACN,0.06113999999999999
Chronos T5 Base 200M,10,AEP,0.07396000000000001
Chronos T5 Base 200M,10,AIZ,0.05506
Chronos T5 Base 200M,10,ALLE,0.03602000000000001
Chronos T5 Base 200M,10,AMAT,0.07390000000000001
Chronos T5 Base 200M,10,AMP,0.0727
Chronos T5 Base 200M,10,AMZN,0.17276000000000002
Chronos T5 Base 200M,10,AVB,0.44634
Chronos T5 Base 200M,10,AVY,0.04819999999999999
Chronos T5 Base 200M,10,AXP,0.14221999999999999
Chronos T5 Base 200M,10,BDX,0.3567600000000001
Chronos T5 Base 200M,10,BF-B,0.17302
Chronos T5 Base 200M,10,BMY,0.1911
Chronos T5 Base 200M,10,BR,0.15489999999999998
Chronos T5 Base 200M,10,CARR,0.056440000000000004
Chronos T5 Base 200M,10,CDW,0.05908
Chronos T5 Base 200M,10,CE,0.009559999999999996
Chronos T5 Base 200M,10,CHTR,0.39986
Chronos T5 Base 200M,10,CNC,0.14376
Chronos T5 Base 200M,10,CNP,0.036059999999999995
Chronos T5 Base 200M,10,COP,0.06558000000000001
Chronos T5 Base 200M,10,CTAS,0.05624
Chronos T5 Base 200M,10,CZR,0.0023199999999999996
Chronos T5 Base 200M,10,DG,0.34482
Chronos T5 Base 200M,10,DPZ,0.0327
Chronos T5 Base 200M,10,DRE,0.38818
Chronos T5 Base 200M,10,DXC,0.06033999999999999
Chronos T5 Base 200M,10,EWA,0.3414
Chronos T5 Base 200M,10,EWC,0.19602
Chronos T5 Base 200M,10,EWG,0.37626000000000004
Chronos T5 Base 200M,10,EWH,0.24134000000000003
Chronos T5 Base 200M,10,EWJ,0.02078
Chronos T5 Base 200M,10,EWL,0.13452
Chronos T5 Base 200M,10,EWQ,0.10198000000000003
Chronos T5 Base 200M,10,EWT,0.0664
Chronos T5 Base 200M,10,EWU,0.30744
Chronos T5 Base 200M,10,EWY,0.14532000000000003
Chronos T5 Base 200M,10,EWZ,0.31027999999999994
Chronos T5 Base 200M,10,FTV,0.29075999999999996
Chronos T5 Base 200M,10,GOOG,0.11163999999999999
Chronos T5 Base 200M,10,GPC,0.10959999999999999
Chronos T5 Base 200M,10,GSG,0.8
Chronos T5 Base 200M,10,HIG,0.33932000000000007
Chronos T5 Base 200M,10,HIGH.L,0.29866
Chronos T5 Base 200M,10,HST,0.18180000000000002
Chronos T5 Base 200M,10,HYG,0.16724
Chronos T5 Base 200M,10,IAU,0.2113
Chronos T5 Base 200M,10,ICLN,0.24631999999999996
Chronos T5 Base 200M,10,IEAA.L,0.03016
Chronos T5 Base 200M,10,IEF,0.08164000000000002
Chronos T5 Base 200M,10,IEFM.L,0.027779999999999992
Chronos T5 Base 200M,10,IEMG,0.44264000000000003
Chronos T5 Base 200M,10,IEUS,0.13628
Chronos T5 Base 200M,10,IEVL.L,0.055700000000000006
Chronos T5 Base 200M,10,IGF,0.029019999999999997
Chronos T5 Base 200M,10,INDA,0.24133999999999997
Chronos T5 Base 200M,10,IUMO.L,0.13008
Chronos T5 Base 200M,10,IUVL.L,0.12082000000000001
Chronos T5 Base 200M,10,IVV,0.18631999999999996
Chronos T5 Base 200M,10,IWM,0.11122000000000001
Chronos T5 Base 200M,10,IXN,0.03084
Chronos T5 Base 200M,10,JPEA.L,0.050339999999999996
Chronos T5 Base 200M,10,JPM,0.05294
Chronos T5 Base 200M,10,KR,0.16328
Chronos T5 Base 200M,10,LQD,0.25544
Chronos T5 Base 200M,10,MCHI,0.31897999999999993
Chronos T5 Base 200M,10,META,0.6
Chronos T5 Base 200M,10,MVEU.L,0.07668
Chronos T5 Base 200M,10,OGN,0.28364000000000006
Chronos T5 Base 200M,10,PG,0.032720000000000006
Chronos T5 Base 200M,10,PPL,0.2556600000000001
Chronos T5 Base 200M,10,PRU,0.1991
Chronos T5 Base 200M,10,PYPL,0.07260000000000001
Chronos T5 Base 200M,10,RE,0.12221999999999997
Chronos T5 Base 200M,10,REET,0.20257999999999998
Chronos T5 Base 200M,10,ROL,0.39064
Chronos T5 Base 200M,10,ROST,0.47041999999999995
Chronos T5 Base 200M,10,SEGA.L,0.027899999999999998
Chronos T5 Base 200M,10,SHY,0.08693999999999998
Chronos T5 Base 200M,10,SLV,0.5492400000000001
Chronos T5 Base 200M,10,SPMV.L,0.02193999999999999
Chronos T5 Base 200M,10,TLT,0.33926
Chronos T5 Base 200M,10,UNH,0.162
Chronos T5 Base 200M,10,URI,0.17274000000000003
Chronos T5 Base 200M,10,V,0.07036
Chronos T5 Base 200M,10,VRSK,0.15860000000000002
Chronos T5 Base 200M,10,VXX,0.0
Chronos T5 Base 200M,10,WRK,0.16066000000000005
Chronos T5 Base 200M,10,XLB,0.18792
Chronos T5 Base 200M,10,XLC,0.19207999999999997
Chronos T5 Base 200M,10,XLE,0.5919
Chronos T5 Base 200M,10,XLF,0.03748
Chronos T5 Base 200M,10,XLI,0.1339
Chronos T5 Base 200M,10,XLK,0.0829
Chronos T5 Base 200M,10,XLP,0.016179999999999993
Chronos T5 Base 200M,10,XLU,0.22124000000000002
Chronos T5 Base 200M,10,XLV,0.18740000000000004
Chronos T5 Base 200M,10,XLY,0.36244
Chronos T5 Base 200M,10,XOM,0.69628
Chronos T5 Base 200M,11,ABBV,0.2
Chronos T5 Base 200M,11,ACN,0.12492
Chronos T5 Base 200M,11,AEP,0.39602
Chronos T5 Base 200M,11,AIZ,0.35612
Chronos T5 Base 200M,11,ALLE,0.55138
Chronos T5 Base 200M,11,AMAT,0.0973
Chronos T5 Base 200M,11,AMP,0.06578
Chronos T5 Base 200M,11,AMZN,0.05177999999999999
Chronos T5 Base 200M,11,AVB,0.042
Chronos T5 Base 200M,11,AVY,0.5548000000000001
Chronos T5 Base 200M,11,AXP,0.062119999999999995
Chronos T5 Base 200M,11,BDX,0.14706000000000002
Chronos T5 Base 200M,11,BF-B,0.22972
Chronos T5 Base 200M,11,BMY,0.18617999999999996
Chronos T5 Base 200M,11,BR,0.13374000000000003
Chronos T5 Base 200M,11,CARR,0.050760000000000007
Chronos T5 Base 200M,11,CDW,0.04829999999999998
Chronos T5 Base 200M,11,CE,0.6050600000000003
Chronos T5 Base 200M,11,CHTR,0.29934
Chronos T5 Base 200M,11,CNC,0.33709999999999996
Chronos T5 Base 200M,11,CNP,0.45526
Chronos T5 Base 200M,11,COP,0.018480000000000003
Chronos T5 Base 200M,11,CTAS,0.37772
Chronos T5 Base 200M,11,CZR,2.0000000000000036e-05
Chronos T5 Base 200M,11,DG,0.09322000000000003
Chronos T5 Base 200M,11,DPZ,0.004260000000000002
Chronos T5 Base 200M,11,DRE,0.20032
Chronos T5 Base 200M,11,DXC,0.64276
Chronos T5 Base 200M,11,EWA,0.046599999999999996
Chronos T5 Base 200M,11,EWC,0.0756
Chronos T5 Base 200M,11,EWG,0.10646000000000004
Chronos T5 Base 200M,11,EWH,0.09958
Chronos T5 Base 200M,11,EWJ,0.15778000000000003
Chronos T5 Base 200M,11,EWL,0.13138
Chronos T5 Base 200M,11,EWQ,0.20570000000000005
Chronos T5 Base 200M,11,EWT,0.18106
Chronos T5 Base 200M,11,EWU,0.02602000000000001
Chronos T5 Base 200M,11,EWY,0.7312200000000001
Chronos T5 Base 200M,11,EWZ,0.07170000000000001
Chronos T5 Base 200M,11,FTV,0.16348000000000001
Chronos T5 Base 200M,11,GOOG,0.0126
Chronos T5 Base 200M,11,GPC,0.69284
Chronos T5 Base 200M,11,GSG,0.09444
Chronos T5 Base 200M,11,HIG,0.1636
Chronos T5 Base 200M,11,HIGH.L,0.13906000000000002
Chronos T5 Base 200M,11,HST,0.12054000000000001
Chronos T5 Base 200M,11,HYG,0.017480000000000002
Chronos T5 Base 200M,11,IAU,0.02368
Chronos T5 Base 200M,11,ICLN,0.05658
Chronos T5 Base 200M,11,IEAA.L,0.32212
Chronos T5 Base 200M,11,IEF,0.08360000000000001
Chronos T5 Base 200M,11,IEFM.L,0.04878000000000001
Chronos T5 Base 200M,11,IEMG,0.4885
